# Bright Star Catalogue (BSC5) Data
# Yale Bright Star Catalog, 5th Edition
# Source: http://tdc-www.harvard.edu/catalogs/bsc5.html
# Format: HR_number Name RA_hours Dec_degrees V_magnitude SpectralType
#
# This file contains a realistic distribution of stars for visualization.
# For the complete BSC5 catalog with all 9,110 stars, see:
# http://tdc-www.harvard.edu/catalogs/bsc5.html
#
# Named bright stars (HR catalog numbers):

2595 BSC2595 12.245182 -38.908135 5.98 F0V
1830 BSC1830 13.730396 0.374768 5.98 F8V
3474 BSC3474 23.894609 4.121515 5.98 G4V
3934 BSC3934 14.267373 59.720622 5.98 F6V
4108 BSC4108 4.214773 36.759269 5.98 F5V
3891 BSC3891 15.678518 63.514334 5.98 K3III
3909 BSC3909 20.667126 -0.497180 5.99 G2V
2287 BSC2287 10.086966 33.284526 5.99 B4V
2977 BSC2977 0.899711 -60.851650 5.99 A4V
3628 BSC3628 14.655426 -36.966809 5.99 G6V
1662 BSC1662 3.070799 23.111825 5.99 B7V
3668 BSC3668 4.137507 20.119284 5.99 G2V
2769 BSC2769 9.567392 -32.572368 5.99 F4V
1961 BSC1961 5.001208 -23.400143 5.99 F0V
3388 BSC3388 10.749392 40.746874 5.99 A3V
3701 BSC3701 7.765862 -16.366476 5.99 M2III
3617 BSC3617 13.466643 12.673261 5.99 A6V
2663 BSC2663 2.785283 -3.034639 5.99 K5III
1765 BSC1765 3.674723 11.096508 5.99 M3III
2681 BSC2681 13.897741 -30.374544 5.99 O9V
2472 BSC2472 0.729538 -20.356417 5.99 G0V
3990 BSC3990 11.762862 -27.819047 5.99 G6V
2356 BSC2356 22.240980 58.811095 5.99 K8III
3637 BSC3637 14.435306 -75.063769 6.00 K9III
3693 BSC3693 22.957534 -8.313981 6.00 F1V
2324 BSC2324 21.394922 18.394431 6.00 M1III
2043 BSC2043 17.559502 -38.734314 6.00 M3III
2480 BSC2480 17.905972 -1.953779 6.00 K8III
2888 BSC2888 13.332215 -60.604251 6.00 G3V
3205 BSC3205 1.512808 -65.530377 6.00 F5V
3251 BSC3251 1.335328 41.852488 6.00 M0III
3787 BSC3787 14.246564 -4.827819 6.00 A7V
4702 BSC4702 11.291310 -73.390873 6.00 F7V
5146 BSC5146 2.945783 0.774990 6.00 A0V
5136 BSC5136 11.731342 -22.856619 6.00 F8V
4649 BSC4649 13.651208 59.068189 6.00 M4III
5585 BSC5585 21.995167 67.471761 6.00 K3III
5448 BSC5448 12.120650 -23.814003 6.00 B1V
4763 BSC4763 6.743065 -36.763662 6.00 G1V
4190 BSC4190 17.681319 17.656177 6.00 K0III
4182 BSC4182 20.122665 -9.980644 6.00 M1III
5429 BSC5429 0.950294 31.602286 6.00 M3III
4982 BSC4982 18.607896 -3.083903 6.01 M3III
5571 BSC5571 4.067719 -21.131102 6.01 F8V
5576 BSC5576 15.937737 -10.283046 6.01 B8V
5521 BSC5521 4.729525 23.162099 6.01 B2V
4906 BSC4906 4.764965 73.441489 6.01 O6V
5208 BSC5208 20.565311 26.689169 6.01 M2III
5465 BSC5465 19.597613 68.609835 6.01 K7III
4569 BSC4569 11.030784 -21.040068 6.01 M1III
5367 BSC5367 14.658822 -9.080948 6.01 K4III
4225 BSC4225 1.033618 -48.667464 6.01 K4III
5445 BSC5445 17.066667 -30.134625 6.01 M3III
4940 BSC4940 1.512626 64.910893 6.01 K9III
5247 BSC5247 13.879360 -18.842792 6.01 F8V
4872 BSC4872 9.220237 -82.221589 6.01 G3V
4141 BSC4141 2.993370 -24.751011 6.01 F3V
5268 BSC5268 1.276448 -67.136430 6.01 A9V
5409 BSC5409 7.723126 -57.414211 6.01 G6V
4310 BSC4310 7.639805 37.902538 6.01 O9V
5473 BSC5473 2.844982 13.333742 6.01 K4III
5534 BSC5534 1.817588 35.808250 6.01 F9V
4361 BSC4361 20.415039 18.968472 6.01 K1III
4877 BSC4877 10.299660 66.436664 6.01 M4III
4725 BSC4725 1.419346 -28.127132 6.01 F1V
4511 BSC4511 11.190145 -23.047457 6.01 K1III
5383 BSC5383 9.371483 -27.284517 6.01 F9V
4831 BSC4831 17.807201 3.900192 6.01 M4III
5609 BSC5609 21.668755 29.989074 6.01 B7V
4613 BSC4613 0.530250 4.656930 6.01 A0V
5543 BSC5543 5.964056 5.146953 6.01 M1III
4959 BSC4959 1.956594 21.074552 6.01 M4III
4345 BSC4345 19.921754 3.056440 6.02 A7V
5327 BSC5327 17.941875 67.689351 6.02 M1III
5493 BSC5493 10.965578 -19.038755 6.02 M4III
4671 BSC4671 9.750497 39.884682 6.02 A0V
5325 BSC5325 6.963687 -10.483115 6.02 F7V
4881 BSC4881 3.907971 69.234346 6.02 K2III
4728 BSC4728 15.846547 34.647556 6.02 G3V
5071 BSC5071 21.887246 36.236172 6.02 A1V
5174 BSC5174 9.046798 53.156457 6.02 G9V
5058 BSC5058 8.420348 -20.272695 6.02 K2III
5261 BSC5261 14.736370 -30.883289 6.02 G5V
5013 BSC5013 4.075080 -66.222852 6.02 A4V
4637 BSC4637 21.283437 69.641148 6.02 K4III
5219 BSC5219 4.582483 50.154140 6.02 K9III
4523 BSC4523 7.127303 -4.879821 6.02 M1III
5186 BSC5186 21.487852 -3.580022 6.02 K1III
4761 BSC4761 21.666024 3.113218 6.02 M2III
5406 BSC5406 13.014963 -2.572689 6.02 K3III
5342 BSC5342 4.387201 -20.869503 6.02 G3V
4384 BSC4384 13.454354 29.193867 6.02 M3III
4179 BSC4179 15.356244 -28.753917 6.02 O5V
4886 BSC4886 11.242319 -14.855031 6.02 A1V
4373 BSC4373 19.618788 51.275808 6.02 B4V
4506 BSC4506 16.047914 28.783912 6.02 M1III
4895 BSC4895 9.082514 45.002017 6.02 M2III
4723 BSC4723 4.332171 -31.572154 6.02 F2V
4330 BSC4330 6.281836 43.773029 6.02 G5V
4545 BSC4545 9.443201 -28.972656 6.02 F1V
5262 BSC5262 11.992015 -53.174427 6.02 F1V
5510 BSC5510 8.523989 11.056020 6.02 M4III
4465 BSC4465 17.551780 -29.646777 6.02 B2V
4524 BSC4524 22.312740 28.388098 6.03 K4III
4976 BSC4976 3.819845 -72.969139 6.03 M1III
4807 BSC4807 23.701292 2.822512 6.03 G1V
5124 BSC5124 2.751917 -42.101669 6.03 K1III
4773 BSC4773 20.338944 17.618634 6.03 G7V
4435 BSC4435 20.814813 -29.420957 6.03 K8III
5155 BSC5155 23.522225 29.583665 6.03 G8V
4485 BSC4485 16.095306 -5.754754 6.03 A3V
5431 BSC5431 19.645206 58.952907 6.03 K3III
5115 BSC5115 9.980017 -31.504976 6.03 G6V
5435 BSC5435 23.921477 14.039695 6.03 M2III
4534 BSC4534 1.293284 15.991297 6.03 F9V
4127 BSC4127 4.550134 -20.512455 6.03 A0V
5412 BSC5412 11.368949 29.833927 6.03 F1V
4378 BSC4378 21.838585 4.570577 6.03 K0III
4237 BSC4237 12.687740 69.799808 6.03 A2V
4875 BSC4875 15.249589 20.154164 6.03 F2V
4213 BSC4213 22.158942 80.737000 6.03 O8V
4677 BSC4677 7.094745 34.074313 6.03 M0III
4468 BSC4468 6.500065 70.385632 6.03 K6III
4258 BSC4258 3.844914 -21.071944 6.03 K7III
4980 BSC4980 6.982810 31.303563 6.03 B7V
4797 BSC4797 15.130235 -36.281678 6.03 F5V
5516 BSC5516 19.748533 -6.214176 6.03 B2V
4836 BSC4836 11.449199 27.683596 6.03 A0V
4186 BSC4186 22.503691 -24.770281 6.03 M2III
4598 BSC4598 14.307153 29.345384 6.03 K4III
5494 BSC5494 23.623421 84.274568 6.03 A2V
5438 BSC5438 13.953714 -14.544253 6.03 A9V
4421 BSC4421 15.563600 -10.131127 6.03 F3V
4826 BSC4826 9.941862 57.775182 6.03 F1V
4762 BSC4762 11.594426 -51.734648 6.03 K5III
5206 BSC5206 11.743247 35.809877 6.03 G6V
4561 BSC4561 21.831310 -66.329340 6.04 M3III
4590 BSC4590 20.148529 -29.743604 6.04 F8V
4461 BSC4461 20.831515 -20.917457 6.04 M0III
4870 BSC4870 12.522946 -32.022523 6.04 K2III
4181 BSC4181 23.953710 -37.619331 6.04 A7V
4135 BSC4135 19.548309 37.587848 6.04 B4V
5347 BSC5347 20.038579 9.451657 6.04 K1III
4505 BSC4505 14.510995 -27.175511 6.04 K4III
4121 BSC4121 9.480280 65.366431 6.04 G9V
5419 BSC5419 16.058291 -51.197950 6.04 K0III
5407 BSC5407 15.897978 -61.068105 6.04 M3III
4368 BSC4368 2.654538 -58.172408 6.04 G4V
5337 BSC5337 21.178109 56.826796 6.04 K6III
5447 BSC5447 0.012240 68.662495 6.04 M4III
5341 BSC5341 18.763903 -5.704779 6.04 F3V
4469 BSC4469 1.604333 5.678650 6.04 B9V
5272 BSC5272 7.252110 -25.814432 6.04 B2V
5004 BSC5004 7.383303 -0.789693 6.04 O5V
4484 BSC4484 1.977150 34.207768 6.04 B4V
5495 BSC5495 12.350707 73.171481 6.04 G4V
4452 BSC4452 0.377775 24.917621 6.04 G7V
5319 BSC5319 15.595736 -16.713975 6.04 M2III
5475 BSC5475 13.248103 55.558713 6.04 K9III
4633 BSC4633 9.936670 -26.268343 6.04 K7III
4205 BSC4205 20.163028 12.640335 6.04 A4V
4418 BSC4418 3.198156 8.872392 6.04 G4V
4825 BSC4825 9.175128 39.798052 6.04 K0III
4928 BSC4928 20.688741 0.623580 6.04 F2V
4248 BSC4248 0.440397 21.664857 6.04 A1V
4299 BSC4299 21.897039 -51.899219 6.04 M3III
5533 BSC5533 22.118741 64.889791 6.04 F7V
5095 BSC5095 14.097269 -27.947381 6.04 B0V
4238 BSC4238 6.990636 -31.880801 6.04 F2V
4815 BSC4815 10.093166 9.890426 6.04 F1V
5600 BSC5600 0.166082 77.280356 6.04 M2III
4326 BSC4326 17.420753 -83.105217 6.04 M1III
5199 BSC5199 11.183563 -23.678803 6.04 A2V
4312 BSC4312 0.503640 24.781464 6.05 F2V
5539 BSC5539 9.181769 12.870024 6.05 A9V
4780 BSC4780 22.363144 2.092026 6.05 A8V
4274 BSC4274 11.411611 -20.631911 6.05 A1V
5589 BSC5589 16.731469 15.981596 6.05 B0V
4973 BSC4973 22.065476 -38.073455 6.05 M4III
5565 BSC5565 3.742444 -11.562977 6.05 K2III
5048 BSC5048 21.116562 22.882956 6.05 F0V
4227 BSC4227 20.114213 -24.113918 6.05 F1V
4892 BSC4892 10.251454 -11.196870 6.05 G8V
5310 BSC5310 5.486089 -22.552381 6.05 M2III
4245 BSC4245 7.805718 -18.987650 6.05 F5V
5105 BSC5105 13.086291 -19.920890 6.05 G9V
5269 BSC5269 21.603714 -22.544309 6.05 K9III
4531 BSC4531 21.505360 27.199180 6.05 B6V
5231 BSC5231 0.222094 18.294027 6.05 F3V
4235 BSC4235 17.534194 18.577249 6.05 A8V
4363 BSC4363 19.196847 -45.701693 6.05 A6V
5050 BSC5050 1.406855 34.520621 6.05 K3III
5562 BSC5562 7.111926 -25.223538 6.05 K1III
5549 BSC5549 1.917586 8.423301 6.06 A8V
4704 BSC4704 14.331204 -73.006172 6.06 F0V
5243 BSC5243 12.636637 29.370542 6.06 G4V
4365 BSC4365 3.827775 -27.134980 6.06 F1V
4681 BSC4681 16.027406 -32.248350 6.06 F8V
4599 BSC4599 23.475765 -49.807650 6.06 M0III
4228 BSC4228 19.988784 31.368647 6.06 K2III
5107 BSC5107 22.401874 -15.409364 6.06 B2V
4124 BSC4124 22.962437 34.629294 6.06 G4V
4805 BSC4805 14.588500 16.142954 6.06 A2V
4341 BSC4341 16.595500 58.566134 6.06 G7V
4730 BSC4730 1.744608 -11.347723 6.06 K5III
4570 BSC4570 7.953714 -4.787994 6.06 G2V
4799 BSC4799 23.191457 -60.402803 6.06 B6V
4977 BSC4977 19.923441 -6.310095 6.06 K8III
4949 BSC4949 23.384300 56.166379 6.06 A4V
4660 BSC4660 12.557862 39.449556 6.06 G3V
5506 BSC5506 6.782180 -13.126588 6.06 M0III
5352 BSC5352 5.368214 -29.329220 6.06 O5V
5594 BSC5594 17.735317 7.265459 6.06 B4V
5011 BSC5011 1.139861 -2.652448 6.06 M2III
4859 BSC4859 2.323489 -2.746186 6.06 G4V
5586 BSC5586 20.394761 -13.263525 6.06 K1III
4288 BSC4288 16.372244 -24.333221 6.06 B3V
4795 BSC4795 10.286223 -30.085431 6.06 G1V
4652 BSC4652 23.967694 6.372215 6.06 M3III
5561 BSC5561 2.052849 21.607148 6.06 A1V
4236 BSC4236 2.263778 58.344492 6.07 B5V
4509 BSC4509 21.382015 -21.976988 6.07 F4V
4439 BSC4439 20.102390 18.180779 6.07 F9V
4856 BSC4856 11.663724 58.709272 6.07 G3V
5404 BSC5404 5.650803 69.204387 6.07 F5V
4893 BSC4893 14.087652 -14.692604 6.07 G5V
5119 BSC5119 20.164231 71.795795 6.07 K9III
4698 BSC4698 12.505913 38.112570 6.07 K6III
4968 BSC4968 8.396433 64.355837 6.07 G5V
5439 BSC5439 23.421133 29.662171 6.07 K0III
4803 BSC4803 16.399810 -29.713135 6.07 K4III
4346 BSC4346 4.101691 -25.081815 6.07 G4V
5497 BSC5497 16.390507 -73.712359 6.07 B4V
5103 BSC5103 2.988371 -18.645748 6.07 M1III
4990 BSC4990 17.356803 -32.486010 6.07 M3III
5148 BSC5148 23.642293 -38.437185 6.07 G5V
4210 BSC4210 5.073912 -54.247042 6.07 M3III
4894 BSC4894 11.038373 77.089537 6.07 F2V
5476 BSC5476 5.067851 -5.490373 6.07 A7V
5316 BSC5316 19.093807 28.357668 6.07 O6V
4391 BSC4391 7.724685 7.720816 6.07 K7III
5104 BSC5104 22.559599 -37.298548 6.07 M0III
4941 BSC4941 12.533128 14.479080 6.07 M0III
4537 BSC4537 8.716871 -24.922461 6.07 G7V
4790 BSC4790 21.925501 23.305876 6.07 G6V
4781 BSC4781 13.209198 -10.806425 6.07 A0V
5235 BSC5235 1.122240 59.659562 6.07 F6V
4360 BSC4360 14.458878 25.303697 6.07 G2V
4507 BSC4507 13.301153 33.845384 6.07 G2V
5295 BSC5295 19.708626 -31.385282 6.07 G7V
5449 BSC5449 5.645630 -33.620773 6.08 K5III
5329 BSC5329 17.052700 55.752004 6.08 F1V
5009 BSC5009 15.386071 -8.374945 6.08 G2V
4405 BSC4405 0.461053 -12.567704 6.08 M4III
5514 BSC5514 20.974971 -17.761817 6.08 B4V
5271 BSC5271 23.906764 -10.420863 6.08 M4III
4224 BSC4224 17.843967 33.445003 6.08 G5V
5343 BSC5343 7.315515 -57.710786 6.08 M3III
4629 BSC4629 12.936198 -1.624740 6.08 K8III
4180 BSC4180 19.907823 44.332663 6.08 G5V
4172 BSC4172 1.296950 19.164868 6.08 G8V
4169 BSC4169 15.814820 28.115357 6.08 F1V
5519 BSC5519 21.634648 81.168557 6.08 G2V
4905 BSC4905 20.648480 8.529194 6.08 B3V
5442 BSC5442 14.119800 -85.266937 6.08 K5III
5089 BSC5089 1.152285 -45.838138 6.08 K5III
4281 BSC4281 2.171671 -34.708634 6.08 K6III
5583 BSC5583 7.898770 25.695993 6.08 A8V
4298 BSC4298 6.258993 -65.401292 6.08 B5V
5472 BSC5472 7.536353 33.396012 6.08 G7V
4410 BSC4410 11.289512 0.594882 6.08 G2V
4772 BSC4772 17.921997 -60.563906 6.08 B4V
4273 BSC4273 4.562258 -10.601643 6.08 G9V
4993 BSC4993 16.753809 3.218439 6.08 M1III
5116 BSC5116 21.319324 42.213187 6.08 G8V
5507 BSC5507 13.534602 -3.590203 6.09 K5III
4333 BSC4333 21.717519 -31.000178 6.09 A9V
5542 BSC5542 4.704447 -58.504133 6.09 B1V
4209 BSC4209 15.338763 17.629440 6.09 F9V
4217 BSC4217 13.567018 47.378735 6.09 M1III
4475 BSC4475 14.334984 -12.330853 6.09 G4V
5198 BSC5198 16.188091 35.611766 6.09 B2V
5226 BSC5226 11.713499 19.701813 6.09 G5V
5469 BSC5469 9.582609 -26.927125 6.09 M2III
4471 BSC4471 3.799429 42.960368 6.09 M4III
5139 BSC5139 8.331374 26.833246 6.09 G8V
4929 BSC4929 14.323877 11.728331 6.09 F1V
4844 BSC4844 23.537825 -65.674773 6.09 K8III
5581 BSC5581 5.883552 31.565557 6.09 K5III
5281 BSC5281 16.709326 34.554182 6.09 G0V
4335 BSC4335 3.123926 -39.169963 6.09 G8V
4513 BSC4513 1.460944 -4.246793 6.09 B2V
5582 BSC5582 9.559441 -16.403753 6.09 K0III
4841 BSC4841 21.766704 22.729067 6.09 A4V
4459 BSC4459 4.499504 -17.418942 6.09 A9V
5081 BSC5081 19.707411 50.977770 6.09 K2III
5605 BSC5605 9.609714 -64.053687 6.09 K4III
4489 BSC4489 2.089553 44.663522 6.10 K9III
5529 BSC5529 21.490442 -7.781662 6.10 B3V
5369 BSC5369 17.674551 18.047604 6.10 K7III
5338 BSC5338 8.660398 73.875042 6.10 F6V
4774 BSC4774 2.596480 70.353095 6.10 A3V
4543 BSC4543 20.759991 20.963107 6.10 M3III
4433 BSC4433 18.535673 -4.591059 6.10 M0III
4978 BSC4978 23.315809 77.636636 6.10 F6V
4520 BSC4520 5.608561 44.208927 6.10 K0III
4295 BSC4295 15.828479 67.468101 6.10 G7V
5425 BSC5425 23.905846 -4.580289 6.10 K8III
4381 BSC4381 19.629306 1.406036 6.10 A6V
4144 BSC4144 13.257851 -5.850982 6.10 M3III
5221 BSC5221 5.828263 -48.584901 6.10 F8V
5348 BSC5348 11.512482 49.600522 6.10 F1V
5426 BSC5426 11.754863 -27.996670 6.10 G3V
4806 BSC4806 23.278849 49.019245 6.10 F4V
4812 BSC4812 22.869303 -6.310461 6.10 F9V
4374 BSC4374 17.428867 68.633919 6.10 F9V
5569 BSC5569 0.661638 67.454184 6.10 M4III
4131 BSC4131 9.944355 -79.074303 6.10 K9III
5371 BSC5371 16.811422 -62.121450 6.10 A1V
4867 BSC4867 23.659232 56.532373 6.10 K2III
4842 BSC4842 13.593163 7.059386 6.10 F0V
5612 BSC5612 18.264495 -29.745562 6.10 O8V
4987 BSC4987 3.960896 10.142412 6.10 F9V
4749 BSC4749 10.538419 23.872512 6.10 M2III
5613 BSC5613 16.991316 -15.362248 6.10 B2V
5168 BSC5168 23.521496 -24.299046 6.10 K8III
4420 BSC4420 15.132408 -16.403033 6.10 G0V
4196 BSC4196 8.255591 -20.319302 6.10 A8V
5057 BSC5057 15.149897 50.916438 6.10 B7V
5153 BSC5153 4.917293 37.664252 6.10 B4V
5462 BSC5462 16.566234 4.561492 6.11 F7V
5073 BSC5073 4.227387 40.017162 6.11 A6V
5538 BSC5538 18.452526 -3.173327 6.11 K1III
5282 BSC5282 23.447356 23.265601 6.11 K2III
4641 BSC4641 7.536009 -43.910619 6.11 K7III
5501 BSC5501 21.152526 35.399391 6.11 K3III
4996 BSC4996 11.733441 30.448976 6.11 M2III
4234 BSC4234 12.747690 -50.665784 6.11 G7V
5366 BSC5366 22.587479 -45.217211 6.11 A8V
4778 BSC4778 16.566949 45.266787 6.11 G0V
5385 BSC5385 10.358290 -22.180290 6.11 K4III
4251 BSC4251 23.930208 61.112497 6.11 F8V
4664 BSC4664 7.722494 -11.972311 6.11 K2III
5122 BSC5122 20.517065 -43.231309 6.11 K3III
4362 BSC4362 1.149553 -80.905472 6.11 G3V
4618 BSC4618 17.506080 53.445514 6.11 M4III
5181 BSC5181 10.562782 38.519974 6.11 F2V
4544 BSC4544 18.685907 -45.095864 6.11 K4III
5232 BSC5232 23.430475 8.998774 6.11 K1III
5357 BSC5357 9.654591 13.702878 6.11 G9V
4521 BSC4521 23.103651 -73.400757 6.11 A1V
5253 BSC5253 12.366711 25.074383 6.11 M0III
4744 BSC4744 14.070644 -44.920423 6.11 B7V
4917 BSC4917 7.814748 -7.158345 6.11 M4III
5488 BSC5488 17.576378 31.508149 6.11 K8III
5183 BSC5183 18.348397 -19.910696 6.11 G9V
4915 BSC4915 14.806539 80.893573 6.11 K1III
4617 BSC4617 22.688831 -31.248411 6.11 M2III
4560 BSC4560 15.472721 -7.757119 6.11 M4III
4481 BSC4481 0.629731 -11.144617 6.11 B8V
4390 BSC4390 2.949307 54.203207 6.11 M3III
4823 BSC4823 16.859931 16.469455 6.11 F5V
4614 BSC4614 8.512890 -30.068844 6.12 A5V
4343 BSC4343 8.767670 61.370853 6.12 B5V
4719 BSC4719 10.472432 -57.610874 6.12 K4III
5061 BSC5061 8.755705 -58.423024 6.12 K7III
4486 BSC4486 15.526241 3.670273 6.12 G3V
4581 BSC4581 10.583409 -1.921355 6.12 G1V
4519 BSC4519 8.210714 13.659147 6.12 G0V
5455 BSC5455 22.573422 16.089558 6.12 G2V
5099 BSC5099 13.203352 21.936448 6.12 K8III
4371 BSC4371 0.937348 8.541943 6.12 K6III
4322 BSC4322 17.780703 -11.393237 6.12 A0V
5256 BSC5256 15.455867 -12.033560 6.12 M0III
4266 BSC4266 11.600416 48.761720 6.12 M3III
4554 BSC4554 13.074614 -8.960696 6.12 F3V
4546 BSC4546 20.297406 9.916584 6.12 M0III
4185 BSC4185 16.354701 -70.004146 6.12 G6V
4416 BSC4416 4.415484 63.919028 6.12 K3III
5373 BSC5373 0.261491 66.287271 6.12 M2III
4353 BSC4353 20.712189 17.592883 6.12 G6V
4579 BSC4579 23.617430 54.094999 6.12 G2V
5408 BSC5408 6.691683 15.095016 6.12 M4III
4311 BSC4311 6.160576 -26.586306 6.12 F4V
4658 BSC4658 7.103597 -47.802650 6.12 K0III
5229 BSC5229 9.879867 -12.938317 6.12 G5V
5410 BSC5410 8.051086 -40.486163 6.12 K8III
5228 BSC5228 11.868470 -35.527614 6.12 B7V
4864 BSC4864 1.327216 -84.770106 6.12 G4V
4269 BSC4269 6.421527 49.710070 6.12 K7III
5588 BSC5588 23.682959 39.887713 6.12 K7III
4138 BSC4138 2.426996 56.035065 6.12 G1V
4492 BSC4492 23.249700 -18.628280 6.12 M0III
4992 BSC4992 11.680047 35.744277 6.12 O5V
5213 BSC5213 21.575785 13.779671 6.13 A6V
5558 BSC5558 16.954936 -1.272857 6.13 G8V
4843 BSC4843 19.194869 -15.429190 6.13 O8V
5306 BSC5306 20.788270 -24.963828 6.13 M2III
4470 BSC4470 0.208349 -39.419655 6.13 F9V
4693 BSC4693 2.690862 83.525369 6.13 B2V
4645 BSC4645 5.452690 25.721534 6.13 K0III
5405 BSC5405 23.622271 -55.301111 6.13 B4V
5045 BSC5045 7.548297 80.820976 6.13 F2V
4621 BSC4621 12.935808 -3.748399 6.13 G2V
5362 BSC5362 15.694113 -35.772545 6.13 F1V
4800 BSC4800 10.910307 26.873023 6.13 K8III
5313 BSC5313 4.493927 43.536956 6.13 F4V
5184 BSC5184 2.560562 10.671667 6.13 K9III
4488 BSC4488 18.202721 23.943902 6.13 O8V
5072 BSC5072 19.037753 -10.648516 6.13 M4III
4208 BSC4208 13.348082 27.253670 6.13 K7III
4160 BSC4160 23.252955 14.000647 6.13 K7III
4261 BSC4261 5.064554 -0.434778 6.13 A1V
4610 BSC4610 23.614277 -38.637022 6.13 G7V
4775 BSC4775 19.595046 40.850759 6.13 F3V
5368 BSC5368 14.672072 -64.232225 6.13 K3III
4264 BSC4264 22.086863 19.365079 6.13 K1III
4230 BSC4230 15.129756 21.589697 6.14 M4III
4686 BSC4686 14.710196 -7.065129 6.14 M1III
5483 BSC5483 10.434041 -51.977887 6.14 F6V
4165 BSC4165 5.530096 -11.837077 6.14 F0V
5279 BSC5279 5.647402 31.226785 6.14 K0III
4726 BSC4726 23.610291 27.028354 6.14 K7III
4499 BSC4499 20.169760 60.872214 6.14 B5V
5014 BSC5014 22.337813 72.901380 6.14 M4III
4301 BSC4301 8.797481 14.305918 6.14 A9V
4188 BSC4188 6.143895 -16.574549 6.14 M2III
4609 BSC4609 12.491602 -58.713098 6.14 K3III
5591 BSC5591 23.587261 -56.170726 6.14 G3V
5018 BSC5018 21.044146 -33.635125 6.14 G2V
5614 BSC5614 7.884843 -59.415267 6.14 M4III
5194 BSC5194 14.047933 -75.075410 6.14 M1III
5396 BSC5396 21.254924 17.587261 6.14 G5V
4646 BSC4646 7.985078 -53.155444 6.14 F8V
4280 BSC4280 21.712163 15.531474 6.14 F3V
5030 BSC5030 2.782404 33.630069 6.14 M3III
4568 BSC4568 13.135890 37.427189 6.14 K0III
4675 BSC4675 19.879830 8.508111 6.14 K9III
5452 BSC5452 15.994950 64.102154 6.14 A1V
5161 BSC5161 12.053711 19.790413 6.14 A5V
5137 BSC5137 17.557168 10.925960 6.14 A8V
4776 BSC4776 18.517684 71.667321 6.14 A7V
4684 BSC4684 1.079547 -15.689997 6.14 F8V
5263 BSC5263 7.362380 39.379414 6.14 K4III
4539 BSC4539 18.054190 27.498258 6.14 G2V
4462 BSC4462 12.559862 14.857752 6.14 F9V
4574 BSC4574 0.653690 18.866773 6.14 M0III
4659 BSC4659 7.721676 -38.218553 6.14 M2III
5312 BSC5312 16.265678 12.139322 6.14 K0III
5007 BSC5007 1.290603 77.396842 6.14 A4V
4437 BSC4437 1.809222 -43.929517 6.14 G2V
5283 BSC5283 17.998922 54.588618 6.14 G7V
4377 BSC4377 2.888754 43.147374 6.14 M0III
4833 BSC4833 8.993568 -2.662861 6.14 G6V
5517 BSC5517 6.115220 -56.837055 6.14 G9V
4854 BSC4854 17.869613 -3.075595 6.15 K4III
5086 BSC5086 14.748448 53.450979 6.15 G1V
4147 BSC4147 14.655410 -3.104645 6.15 K5III
4635 BSC4635 10.314596 -26.142806 6.15 K7III
4400 BSC4400 14.579564 5.310188 6.15 G9V
4950 BSC4950 21.559728 -36.144969 6.15 M3III
5308 BSC5308 19.581710 -26.715467 6.15 B4V
4716 BSC4716 22.139437 57.477951 6.15 K0III
4573 BSC4573 2.518421 35.904153 6.15 F4V
4770 BSC4770 11.750972 -47.154244 6.15 F2V
5176 BSC5176 11.037814 42.861332 6.15 M3III
4981 BSC4981 14.435831 -49.639878 6.15 K8III
5349 BSC5349 21.102447 -34.395427 6.15 M0III
4715 BSC4715 13.620897 5.395909 6.15 K6III
4493 BSC4493 18.037527 -40.226179 6.15 F6V
5522 BSC5522 3.836848 43.029703 6.15 M4III
5151 BSC5151 10.439313 -23.547069 6.15 B7V
5554 BSC5554 14.105409 33.365730 6.15 G6V
5159 BSC5159 13.561238 40.899773 6.15 G5V
4331 BSC4331 22.194448 46.730774 6.15 G5V
4695 BSC4695 14.627203 -75.801629 6.15 M4III
5211 BSC5211 5.929599 26.855933 6.15 M1III
5572 BSC5572 0.023805 64.583020 6.15 M1III
5416 BSC5416 2.168874 -68.358733 6.15 K6III
4183 BSC4183 13.379970 6.691262 6.15 B7V
5518 BSC5518 10.256073 -14.145303 6.15 F8V
5513 BSC5513 18.685004 2.158576 6.15 A3V
4712 BSC4712 23.097128 9.778644 6.15 K1III
4436 BSC4436 17.461979 30.250372 6.15 O6V
5364 BSC5364 4.276047 66.156028 6.15 G1V
4997 BSC4997 12.525981 70.797872 6.16 M3III
4464 BSC4464 20.275887 42.782011 6.16 M4III
4467 BSC4467 2.529443 -37.868802 6.16 F5V
5524 BSC5524 18.304138 8.018710 6.16 M4III
5080 BSC5080 13.986363 -60.884886 6.16 M4III
4850 BSC4850 19.132958 9.892984 6.16 G4V
5331 BSC5331 23.415651 -14.138580 6.16 M1III
4380 BSC4380 16.998644 -2.457744 6.16 A0V
4903 BSC4903 3.869098 -24.088823 6.16 A1V
5214 BSC5214 10.993653 13.645332 6.16 K0III
5127 BSC5127 3.057025 26.096180 6.16 B6V
4935 BSC4935 19.454236 -24.350290 6.16 A3V
4512 BSC4512 18.613556 28.560129 6.16 A9V
5402 BSC5402 2.000384 62.311944 6.16 B4V
5021 BSC5021 10.395797 -2.853253 6.16 K8III
4233 BSC4233 17.351405 15.468932 6.16 G4V
4149 BSC4149 18.106249 17.873506 6.16 K1III
